 % Simple dark flight model for the fireball: IT20000000
 % Hypothesis: no Earth rotation; no winds; exponential atmosphere COESA 1976 model. 
 % Input data from atmospheric dynamical model. 
    
 INPUT DATA 
    
 % Drag coefficient (adimensional):                          0.58 
 % M/S for dark flight (kg/m^2):                           224.99 
 % Drag*S/M for dark flight (m^2/kg):                    0.002578 
 % Start height dark flight (km):                           23.25 
 % Start velocity dark flight (km/s):                        3.04 
 % Start acceleration dark flight (km/s^2):                 -1.24 
    
 RESULTS 
    
 % Horizontal length dark flight (km):                      10.16 
 % Flight time (s):                                        213.00 
 % Geographical Latitude strewn field (degree):           45.3293  
 % Geographical Longitude strewn field (degree):          12.0667 
    
% quota (km)     Vx (km/s)       Vy (km/s)      V (km/s)        Lx (km)     tempo di caduta (s)
    
    10.749 	      0.001 	     -0.107 	      0.107 		      10.15 	      70.00 
    10.696 	      0.001 	     -0.106 	      0.106 		      10.15 	      70.50 
    10.643 	      0.001 	     -0.106 	      0.106 		      10.15 	      71.00 
    10.590 	      0.001 	     -0.106 	      0.106 		      10.15 	      71.50 
    10.537 	      0.001 	     -0.105 	      0.105 		      10.15 	      72.00 
    10.485 	      0.001 	     -0.105 	      0.105 		      10.15 	      72.50 
    10.432 	      0.001 	     -0.105 	      0.105 		      10.15 	      73.00 
    10.380 	      0.001 	     -0.104 	      0.104 		      10.15 	      73.50 
    10.328 	      0.001 	     -0.104 	      0.104 		      10.15 	      74.00 
    10.276 	      0.001 	     -0.104 	      0.104 		      10.15 	      74.50 
    10.224 	      0.001 	     -0.103 	      0.103 		      10.15 	      75.00 
    10.173 	      0.001 	     -0.103 	      0.103 		      10.15 	      75.50 
    10.121 	      0.001 	     -0.103 	      0.103 		      10.16 	      76.00 
    10.070 	      0.001 	     -0.102 	      0.102 		      10.16 	      76.50 
    10.019 	      0.001 	     -0.102 	      0.102 		      10.16 	      77.00 
     9.968 	      0.001 	     -0.102 	      0.102 		      10.16 	      77.50 
     9.917 	      0.001 	     -0.101 	      0.101 		      10.16 	      78.00 
     9.867 	      0.001 	     -0.101 	      0.101 		      10.16 	      78.50 
     9.816 	      0.001 	     -0.101 	      0.101 		      10.16 	      79.00 
     9.766 	      0.001 	     -0.100 	      0.100 		      10.16 	      79.50 
     9.716 	      0.001 	     -0.100 	      0.100 		      10.16 	      80.00 
     9.666 	      0.001 	     -0.100 	      0.100 		      10.16 	      80.50 
     9.616 	      0.000 	     -0.099 	      0.099 		      10.16 	      81.00 
     9.566 	      0.000 	     -0.099 	      0.099 		      10.16 	      81.50 
     9.517 	      0.000 	     -0.099 	      0.099 		      10.16 	      82.00 
     9.468 	      0.000 	     -0.098 	      0.098 		      10.16 	      82.50 
     9.418 	      0.000 	     -0.098 	      0.098 		      10.16 	      83.00 
     9.369 	      0.000 	     -0.098 	      0.098 		      10.16 	      83.50 
     9.321 	      0.000 	     -0.098 	      0.098 		      10.16 	      84.00 
     9.272 	      0.000 	     -0.097 	      0.097 		      10.16 	      84.50 
     9.223 	      0.000 	     -0.097 	      0.097 		      10.16 	      85.00 
     9.175 	      0.000 	     -0.097 	      0.097 		      10.16 	      85.50 
     9.127 	      0.000 	     -0.096 	      0.096 		      10.16 	      86.00 
     9.078 	      0.000 	     -0.096 	      0.096 		      10.16 	      86.50 
     9.031 	      0.000 	     -0.096 	      0.096 		      10.16 	      87.00 
     8.983 	      0.000 	     -0.096 	      0.096 		      10.16 	      87.50 
     8.935 	      0.000 	     -0.095 	      0.095 		      10.16 	      88.00 
     8.887 	      0.000 	     -0.095 	      0.095 		      10.16 	      88.50 
     8.840 	      0.000 	     -0.095 	      0.095 		      10.16 	      89.00 
     8.793 	      0.000 	     -0.094 	      0.094 		      10.16 	      89.50 
     8.746 	      0.000 	     -0.094 	      0.094 		      10.16 	      90.00 
     8.699 	      0.000 	     -0.094 	      0.094 		      10.16 	      90.50 
     8.652 	      0.000 	     -0.094 	      0.094 		      10.16 	      91.00 
     8.605 	      0.000 	     -0.093 	      0.093 		      10.16 	      91.50 
     8.559 	      0.000 	     -0.093 	      0.093 		      10.16 	      92.00 
