 % Simulated Fireball:IT20000000
 %    
 % TS (gradi): 217.8996167 
 %    
 % Time (s) 				 RA (°) 			 Dec (°)		 Azimut (°) 		 Altezza (°) 
 2457904.381446711300 		 219.567821983 		 -3.369009930 		 177.512381345 		 41.426400979 
 2457904.381448640500 		 219.760882339 		 -3.133409946 		 177.244829758 		 41.655653992 
 2457904.381450380200 		 219.961863095 		 -2.888116174 		 176.964150290 		 41.893635323 
 2457904.381451994200 		 220.170981118 		 -2.632865324 		 176.669757704 		 42.140505208 
 2457904.381453751100 		 220.389025307 		 -2.366697501 		 176.360225990 		 42.397085160 
 2457904.381455579800 		 220.616270944 		 -2.089281711 		 176.034811894 		 42.663574216 
 2457904.381457362300 		 220.853618843 		 -1.799525891 		 175.691830052 		 42.940886005 
 2457904.381459301800 		 221.101415980 		 -1.497017297 		 175.330335270 		 43.229262625 
 2457904.381461163100 		 221.360696201 		 -1.180508835 		 174.948319265 		 43.529719440 
 2457904.381462726300 		 221.631894619 		 -0.849489395 		 174.544577148 		 43.842544641 
 2457904.381464594500 		 221.916015039 		 -0.502760228 		 174.116980945 		 44.168647889 
 2457904.381466293700 		 222.214168924 		 -0.138999552 		 173.663130256 		 44.509013881 
 2457904.381468236000 		 222.526963662 		 0.242489203 		 173.181279094 		 44.863999765 
 2457904.381469748400 		 222.855891246 		 0.643468703 		 172.668192731 		 45.234906357 
 2457904.381471691700 		 223.201706933 		 1.064787188 		 172.121625100 		 45.622126687 
 2457904.381473406200 		 223.566152288 		 1.508474692 		 171.537600720 		 46.027072324 
 2457904.381475293100 		 223.950163262 		 1.975554950 		 170.913218826 		 46.450149930 
 2457904.381476925700 		 224.355780344 		 2.468364197 		 170.243550839 		 46.892859291 
 2457904.381478935500 		 224.784159018 		 2.988123670 		 169.524836578 		 47.355576185 
 2457904.381480562000 		 225.237696668 		 3.537513200 		 168.750916271 		 47.839837636 
 2457904.381482372500 		 225.717813084 		 4.117966596 		 167.916901701 		 48.345906948 
 2457904.381484172800 		 226.227329212 		 4.732536684 		 167.015041328 		 48.875259799 
 2457904.381486040500 		 226.767978719 		 5.382868983 		 166.038973473 		 49.427905245 
 2457904.381487732800 		 227.342694604 		 6.071938083 		 164.979616473 		 50.004698871 
 2457904.381489378900 		 227.954731868 		 6.802953194 		 163.826555397 		 50.606307566 
 2457904.381491272200 		 228.606378539 		 7.577788714 		 162.570422961 		 51.231861495 
 2457904.381493093400 		 229.301786207 		 8.400315745 		 161.197416580 		 51.881581791 
 2457904.381494964000 		 230.043581275 		 9.272324606 		 159.695756848 		 52.553387732 
 2457904.381496646900 		 230.836474825 		 10.197729908 		 158.048473211 		 53.246079450 
 2457904.381498325200 		 231.683303798 		 11.177852961 		 156.241433506 		 53.955575233 
 2457904.381500196200 		 232.589104852 		 12.216095562 		 154.254949120 		 54.678247333 
 2457904.381502035500 		 233.556618742 		 13.312665499 		 152.073636127 		 55.406976926 
 2457904.381503764500 		 234.590880058 		 14.469751240 		 149.676780265 		 56.134610722 
 2457904.381505471200 		 235.694001986 		 15.685556724 		 147.050881014 		 56.849956570 
 2457904.381507224900 		 236.870348424 		 16.960035330 		 144.178770652 		 57.541397568 
 2457904.381509094500 		 238.120531709 		 18.288292942 		 141.055459424 		 58.193253529 
 2457904.381510709900 		 239.446359060 		 19.666048386 		 137.678049139 		 58.789282943 
 2457904.381512560000 		 240.848457140 		 21.087124948 		 134.053379169 		 59.311848628 
 2457904.381514531600 		 242.323030183 		 22.540493633 		 130.208318978 		 59.742147642 
 2457904.381516195800 		 243.868116119 		 24.016910568 		 126.174452214 		 60.063891149 
 2457904.381518032900 		 245.475785088 		 25.501712234 		 122.007736985 		 60.262790029 
 2457904.381519542100 		 247.140144809 		 26.982969800 		 117.765196534 		 60.329803001 
 2457904.381521442000 		 248.849181312 		 28.444506376 		 113.521618478 		 60.261348725 
 2457904.381523423800 		 250.594051898 		 29.874594517 		 109.340690559 		 60.060108657 
 2457904.381525136100 		 252.360715011 		 31.259097653 		 105.290638168 		 59.734940140 
 2457904.381526788700 		 254.139278077 		 32.589262446 		 101.418270331 		 59.298770181 
 2457904.381528632200 		 255.915369455 		 33.854943852 		 97.767036252 		 58.768724832 
 2457904.381530572200 		 257.679836688 		 35.051684670 		 94.356377328 		 58.162258207 
 2457904.381532077200 		 259.419945924 		 36.174140384 		 91.201829106 		 57.498357787 
 2457904.381533884000 		 261.127714329 		 37.221456940 		 88.301431271 		 56.793752952 
 2457904.381535853700 		 262.796545834 		 38.194431606 		 85.645828114 		 56.063214674 
 2457904.381537695400 		 264.418127178 		 39.093487557 		 83.225321067 		 55.320709997 
 2457904.381539211100 		 265.989905864 		 39.922622522 		 81.020379218 		 54.575963432 
 2457904.381541316900 		 267.506562469 		 40.684385546 		 79.015995674 		 53.838394499 
 2457904.381542843300 		 268.968019475 		 41.383902221 		 77.191401527 		 53.113500226 
 2457904.381544698500 		 270.371384908 		 42.024656699 		 75.531361996 		 52.406955155 
 2457904.381546320900 		 271.718367549 		 42.611951344 		 74.017133735 		 51.721151380 
 2457904.381548421900 		 273.007806463 		 43.149419896 		 72.635412266 		 51.059140306 
 2457904.381550113700 		 274.242518403 		 43.641995458 		 71.370517809 		 50.421320098 
 2457904.381551763500 		 275.422450395 		 44.093038243 		 70.211624774 		 49.809084355 
