 % Simulated Fireball:IT20000000
 %    
 % TS (gradi): 217.6840167 
 %    
 % Time (s) 				 RA (°) 			 Dec (°)		 Azimut (°) 		 Altezza (°) 
 2457904.381446667500 		 220.307336897 		 0.176752764 		 176.286510199 		 45.035025925 
 2457904.381447509400 		 220.402238239 		 0.316915535 		 176.142948636 		 45.170612581 
 2457904.381448286100 		 220.498727393 		 0.459392132 		 175.996288993 		 45.308252280 
 2457904.381448975800 		 220.597141538 		 0.604677262 		 175.845976439 		 45.448411305 
 2457904.381449813000 		 220.697386299 		 0.752628064 		 175.692108906 		 45.590939125 
 2457904.381450621900 		 220.799358089 		 0.903087995 		 175.534800185 		 45.735672431 
 2457904.381451477800 		 220.903415858 		 1.056582624 		 175.373447061 		 45.883103083 
 2457904.381452128800 		 221.009462647 		 1.212964418 		 175.208145845 		 46.033074378 
 2457904.381453020500 		 221.117391582 		 1.372071095 		 175.039010091 		 46.185415882 
 2457904.381453619800 		 221.227585519 		 1.534461874 		 174.865381744 		 46.340646791 
 2457904.381454465000 		 221.339944978 		 1.699984392 		 174.687354107 		 46.498603673 
 2457904.381455292900 		 221.454359771 		 1.868470357 		 174.505039259 		 46.659108298 
 2457904.381455907600 		 221.571239084 		 2.040515714 		 174.317716710 		 46.822709025 
 2457904.381456772800 		 221.690480998 		 2.215963089 		 174.125474968 		 46.989234987 
 2457904.381457482000 		 221.811972023 		 2.394637880 		 173.928423008 		 47.158499348 
 2457904.381458343500 		 221.936150398 		 2.577176144 		 173.725768943 		 47.331081465 
 2457904.381459195600 		 222.062911897 		 2.763415288 		 173.517594184 		 47.506802156 
 2457904.381459835900 		 222.192335833 		 2.953461867 		 173.303677364 		 47.685735657 
 2457904.381460576800 		 222.324304379 		 3.147132297 		 173.084119916 		 47.867682013 
 2457904.381461344200 		 222.459299384 		 3.345121989 		 172.858017844 		 48.053264713 
 2457904.381462260100 		 222.597213873 		 3.547261030 		 172.625438305 		 48.242291720 
 2457904.381462865500 		 222.737926929 		 3.753358672 		 172.386473555 		 48.434551725 
