 % Simulated Fireball:IT20000000
 %    
 % TS (gradi): 217.8996167 
 %    
 % Time (s) 				 RA (°) 			 Dec (°)		 Azimut (°) 		 Altezza (°) 
 2457904.381447678400 		 215.514131168 		 7.751960407 		 183.745699613 		 52.781457464 
 2457904.381449527100 		 215.650511254 		 8.303215259 		 183.563036240 		 53.338295110 
 2457904.381451249100 		 215.793757461 		 8.880753644 		 183.366561148 		 53.921423041 
 2457904.381452882700 		 215.944205681 		 9.485567159 		 183.154922661 		 54.531793208 
 2457904.381454732700 		 216.102628056 		 10.120327423 		 182.925977231 		 55.172043126 
 2457904.381456527900 		 216.269455741 		 10.786246140 		 182.677841515 		 55.843324764 
 2457904.381458332300 		 216.445612349 		 11.486392992 		 182.407627343 		 56.548647704 
 2457904.381460068700 		 216.631653314 		 12.222237835 		 182.112653379 		 57.289389575 
 2457904.381461903000 		 216.828694788 		 12.997310140 		 181.788919736 		 58.068976759 
 2457904.381463578400 		 217.037456148 		 13.813377378 		 181.432508246 		 58.889030490 
 2457904.381465446700 		 217.259301899 		 14.674494862 		 181.037696675 		 59.753430079 
 2457904.381467135600 		 217.495169778 		 15.582762842 		 180.598576597 		 60.664036708 
 2457904.381468949800 		 217.746748058 		 16.542821697 		 180.106642063 		 61.625186851 
 2457904.381470814300 		 218.015268421 		 17.557123338 		 179.552634686 		 62.638927161 
 2457904.381472651800 		 218.302847060 		 18.630934459 		 178.923312389 		 63.709986222 
 2457904.381474351000 		 218.611116481 		 19.767043794 		 178.203460090 		 64.840434508 
 2457904.381476198300 		 218.942543401 		 20.970537142 		 177.371840884 		 66.034374210 
 2457904.381477992100 		 219.299984640 		 22.246875404 		 176.400160973 		 67.295896005 
 2457904.381479585500 		 219.685980828 		 23.599167046 		 175.252385199 		 68.626214749 
 2457904.381481517100 		 220.104500557 		 25.034036134 		 173.875495343 		 70.029175475 
 2457904.381483236300 		 220.559007296 		 26.554483970 		 172.198425721 		 71.503776120 
 2457904.381485153000 		 221.054750453 		 28.167239167 		 170.112846602 		 73.050553887 
 2457904.381486826100 		 221.596512370 		 29.874670276 		 167.462135040 		 74.662364212 
 2457904.381488575100 		 222.191353270 		 31.682966861 		 163.994964621 		 76.329607560 
 2457904.381490321800 		 222.845956311 		 33.592961006 		 159.317785727 		 78.026578723 
 2457904.381492277600 		 223.569942041 		 35.609086831 		 152.769428356 		 79.709452376 
 2457904.381494006100 		 224.372745176 		 37.728915041 		 143.300364331 		 81.286371964 
 2457904.381495718400 		 225.268057364 		 39.953047496 		 129.435440885 		 82.587667876 
 2457904.381497576400 		 226.271018199 		 42.273720844 		 110.348813836 		 83.323682577 
 2457904.381499270000 		 227.403343265 		 44.685759196 		 88.556380261 		 83.185714258 
 2457904.381501023200 		 228.689553342 		 47.182693244 		 69.438598742 		 82.117600406 
 2457904.381502891400 		 230.153264004 		 49.747816449 		 55.568540701 		 80.351390844 
 2457904.381504716400 		 231.827473819 		 52.364620715 		 46.093851883 		 78.144814041 
 2457904.381506500300 		 233.748935900 		 55.004984563 		 39.564191323 		 75.675154869 
 2457904.381508087700 		 235.967555787 		 57.643362691 		 34.909366307 		 73.046602815 
 2457904.381510061700 		 238.536918280 		 60.243487684 		 31.479028801 		 70.333726979 
 2457904.381511760900 		 241.526350592 		 62.772549703 		 28.869161607 		 67.585726890 
 2457904.381513500600 		 245.006466811 		 65.188620267 		 26.834681927 		 64.848612691 
 2457904.381515382300 		 249.061391412 		 67.454766713 		 25.212842749 		 62.154488989 
 2457904.381517206800 		 253.762212184 		 69.527970256 		 23.899141690 		 59.536886700 
 2457904.381518954400 		 259.173055914 		 71.372594149 		 22.818405211 		 57.017109160 
 2457904.381520718300 		 265.302976681 		 72.952266858 		 21.919980865 		 54.617746933 
 2457904.381522379300 		 272.101348224 		 74.242282027 		 21.165141250 		 52.350904971 
 2457904.381524323500 		 279.427728850 		 75.229557461 		 20.525042608 		 50.223388301 
 2457904.381526080900 		 287.034782967 		 75.915082402 		 19.978824998 		 48.241409869 
 2457904.381527756300 		 294.636648861 		 76.319521304 		 19.508957008 		 46.401933142 
 2457904.381529508200 		 301.932199592 		 76.477377672 		 19.102821758 		 44.703764260 
 2457904.381531316800 		 308.703406761 		 76.433402642 		 18.749331758 		 43.138768049 
 2457904.381533138000 		 314.808147028 		 76.234526955 		 18.440437477 		 41.701450462 
 2457904.381535001600 		 320.210656292 		 75.923915441 		 18.168804785 		 40.381435038 
 2457904.381536731000 		 324.925433479 		 75.538550023 		 17.929104775 		 39.171481494 
 2457904.381538359400 		 329.017524555 		 75.106757319 		 17.716330551 		 38.060994487 
 2457904.381540265900 		 332.555994508 		 74.650653723 		 17.526864039 		 37.042632165 
 2457904.381542065600 		 335.621656800 		 74.185160733 		 17.357207044 		 36.106701260 
 2457904.381543845400 		 338.281218794 		 73.721651618 		 17.204857797 		 35.246598446 
 2457904.381545480800 		 340.599042614 		 73.267044334 		 17.067411053 		 34.454477545 
 2457904.381547339700 		 342.629558243 		 72.825697888 		 16.942856655 		 33.723293427 
 2457904.381549183700 		 344.414869499 		 72.400990373 		 16.829717085 		 33.048019190 
 2457904.381551010100 		 345.994614142 		 71.993888064 		 16.726449394 		 32.422382804 
 2457904.381552722300 		 347.397689391 		 71.605551027 		 16.631997139 		 31.842357613 
