 %POSITIONAL DATA                                                                                              
 %Time (s)     Xgeoctrc (km)     Ygeoctrc (km)     Zgeoctrc (km)     lat (deg)      lon (deg)      height (km)           V (km/s)      Delta AR (deg)       Delta Dec (deg)     distanza osservatore (km)
    7.6707 	 -3565.8144 		 -2780.2970 	  4520.8813 	    45.1869 	    12.0356 	    26.5974 		     6.0346 	     0.0048 		    -0.0064 		      34.69
    7.7374 	 -3565.4759 		 -2780.1007 	  4520.9814 	    45.1900 	    12.0363 	    26.3951 		     6.1700 	     0.0051 		    -0.0069 		      34.69
    7.7995 	 -3565.1483 		 -2779.9107 	  4521.0782 	    45.1930 	    12.0370 	    26.1994 		     5.9507 	     0.0054 		    -0.0075 		      34.68
    7.8669 	 -3564.8302 		 -2779.7262 	  4521.1722 	    45.1959 	    12.0376 	    26.0094 		     5.2414 	     0.0056 		    -0.0081 		      34.69
    7.9421 	 -3564.5219 		 -2779.5474 	  4521.2633 	    45.1987 	    12.0382 	    25.8253 		     5.0105 	     0.0058 		    -0.0086 		      34.69
    8.0113 	 -3564.2235 		 -2779.3744 	  4521.3516 	    45.2015 	    12.0388 	    25.6471 		     5.3273 	     0.0060 		    -0.0092 		      34.70
    8.0738 	 -3563.9338 		 -2779.2064 	  4521.4372 	    45.2041 	    12.0394 	    25.4741 		     5.1482 	     0.0061 		    -0.0097 		      34.71
    8.1436 	 -3563.6529 		 -2779.0435 	  4521.5202 	    45.2067 	    12.0399 	    25.3064 		     4.7509 	     0.0063 		    -0.0102 		      34.73
    8.2127 	 -3563.3810 		 -2778.8857 	  4521.6006 	    45.2092 	    12.0405 	    25.1440 		     4.7572 	     0.0064 		    -0.0107 		      34.74
    8.2780 	 -3563.1168 		 -2778.7326 	  4521.6787 	    45.2116 	    12.0410 	    24.9863 		     5.1540 	     0.0065 		    -0.0112 		      34.76
    8.3331 	 -3562.8607 		 -2778.5840 	  4521.7544 	    45.2139 	    12.0415 	    24.8334 		     4.9791 	     0.0065 		    -0.0117 		      34.79
    8.3989 	 -3562.6125 		 -2778.4401 	  4521.8277 	    45.2162 	    12.0420 	    24.6852 		     4.3215 	     0.0065 		    -0.0122 		      34.81
    8.4682 	 -3562.3713 		 -2778.3002 	  4521.8990 	    45.2184 	    12.0425 	    24.5413 		     4.2358 	     0.0066 		    -0.0126 		      34.84
    8.5328 	 -3562.1373 		 -2778.1645 	  4521.9682 	    45.2206 	    12.0430 	    24.4016 		     4.1406 	     0.0066 		    -0.0131 		      34.86
    8.6010 	 -3561.9105 		 -2778.0329 	  4522.0353 	    45.2226 	    12.0434 	    24.2662 		     3.5319 	     0.0065 		    -0.0135 		      34.89
    8.6839 	 -3561.6899 		 -2777.9050 	  4522.1005 	    45.2247 	    12.0439 	    24.1346 		     3.5484 	     0.0065 		    -0.0139 		      34.92
    8.7472 	 -3561.4757 		 -2777.7808 	  4522.1638 	    45.2266 	    12.0443 	    24.0067 		     3.8285 	     0.0065 		    -0.0143 		      34.95
    8.8154 	 -3561.2679 		 -2777.6603 	  4522.2252 	    45.2285 	    12.0447 	    23.8827 		     4.0638 	     0.0064 		    -0.0147 		      34.98
    8.8676 	 -3561.0657 		 -2777.5430 	  4522.2850 	    45.2304 	    12.0451 	    23.7621 		     3.7150 	     0.0063 		    -0.0151 		      35.02
    8.9435 	 -3560.8692 		 -2777.4290 	  4522.3430 	    45.2322 	    12.0455 	    23.6448 		     3.1729 	     0.0062 		    -0.0155 		      35.05
    9.0133 	 -3560.6784 		 -2777.3184 	  4522.3994 	    45.2339 	    12.0459 	    23.5310 		     3.1981 	     0.0061 		    -0.0159 		      35.08
    9.0840 	 -3560.4926 		 -2777.2106 	  4522.4544 	    45.2356 	    12.0463 	    23.4202 		     3.4573 	     0.0060 		    -0.0162 		      35.12
    9.1398 	 -3560.3119 		 -2777.1058 	  4522.5078 	    45.2373 	    12.0466 	    23.3124 		     3.6972 	     0.0059 		    -0.0166 		      35.15
    9.1990 	 -3560.1363 		 -2777.0040 	  4522.5597 	    45.2389 	    12.0470 	    23.2076 		     3.5374 	     0.0058 		    -0.0169 		      35.19
